(11,0,K)
(11,1,K)
(11,2,K)
(11,8,K)
(11,10,K)
(11,14,K)
(11,15,K)
(11,16,K)
(11,21,K)
(11,32,K)
(11,36,K)
(11,39,K)
(11,47,K)
(12,6,K)
(12,14,K)
(12,24,K)
(12,30,K)
(12,31,K)
(12,38,K)
(12,41,K)
(12,46,K)
(13,3,K)
(13,7,K)
(13,10,K)
(13,11,K)
(13,18,K)
(13,29,K)
(13,34,K)
(13,35,K)
(13,36,K)
(13,39,K)
(13,42,K)
(13,44,K)
(13,45,K)
(13,46,K)
(14,1,K)
(14,3,K)
(14,6,K)
(14,7,K)
(14,8,K)
(14,11,K)
(14,13,K)
(14,15,K)
(14,16,K)
(14,17,K)
(14,19,K)
(14,22,K)
(14,23,K)
(14,24,K)
(14,33,K)
(14,34,K)
(14,38,K)
(14,43,K)
(14,49,K)
(15,5,K)
(15,12,K)
(15,14,K)
(15,16,K)
(15,21,K)
(15,22,K)
(15,23,K)
(15,25,K)
(15,30,K)
(15,32,K)
(15,36,K)
(15,39,K)
(15,40,K)
(15,42,K)
(15,43,K)
(15,44,K)
(15,45,K)
(15,47,K)
(15,48,K)
(16,0,K)
(16,1,K)
(16,2,K)
(16,4,K)
(16,8,K)
(16,9,K)
(16,10,K)
(16,12,K)
(16,13,K)
(16,16,K)
(16,27,K)
(16,28,K)
(16,32,K)
(16,34,K)
(16,46,K)
(17,0,K)
(17,21,K)
(17,25,K)
(17,32,K)
(17,33,K)
(17,34,K)
(17,35,K)
(17,36,K)
(17,37,K)
(18,5,K)
(18,6,K)
(18,8,K)
(18,18,K)
(18,24,K)
(18,25,K)
(18,29,K)
(18,30,K)
(18,39,K)
(18,40,K)
(18,42,K)
(18,45,K)
(18,47,K)
(18,49,K)
(19,0,K)
(19,7,K)
(19,12,K)
(19,13,K)
(19,17,K)
(19,18,K)
(19,22,K)
(19,23,K)
(19,24,K)
(19,29,K)
(19,34,K)
(19,40,K)
(19,41,K)
(19,42,K)
(19,44,K)
(19,46,K)
(19,49,K)
(20,2,K)
(20,6,K)
(20,8,K)
(20,9,K)
(20,13,K)
(20,16,K)
(20,18,K)
(20,21,K)
(20,22,K)
(20,23,K)
(20,24,K)
(20,26,K)
(20,29,K)
(20,32,K)
(20,33,K)
(20,35,K)
(20,41,K)
(20,45,K)
(21,3,K)
(21,4,K)
(21,5,K)
(21,8,K)
(21,11,K)
(21,12,K)
(21,26,K)
(21,27,K)
(21,28,K)
(21,30,K)
(21,31,K)
(21,32,K)
(21,33,K)
(21,35,K)
(21,36,K)
(21,37,K)
(21,38,K)
(21,39,K)
(21,42,K)
(21,44,K)
(21,45,K)
(21,47,K)
(22,2,K)
(22,7,K)
(22,13,K)
(22,14,K)
(22,15,K)
(22,17,K)
(22,22,K)
(22,24,K)
(22,26,K)
(22,27,K)
(22,36,K)
(22,38,K)
(22,44,K)
(22,45,K)
(23,17,K)
(23,19,K)
(23,22,K)
(23,27,K)
(23,31,K)
(23,34,K)
(23,35,K)
(23,38,K)
(23,39,K)
(23,40,K)
(23,45,K)
(23,46,K)
(23,47,K)
(23,48,K)
(23,49,K)
(24,0,K)
(24,6,K)
(24,7,K)
(24,8,K)
(24,11,K)
(24,13,K)
(24,20,K)
(24,23,K)
(24,28,K)
(24,30,K)
(24,33,K)
(24,34,K)
(24,35,K)
(24,38,K)
(24,40,K)
(24,42,K)
(24,46,K)
(24,47,K)
(24,48,K)
(25,2,K)
(25,6,K)
(25,20,K)
(25,21,K)
(25,22,K)
(25,23,K)
(25,24,K)
(25,31,K)
(25,34,K)
(25,35,K)
(25,40,K)
(25,42,K)
(25,44,K)
(25,45,K)
(26,0,K)
(26,1,K)
(26,2,K)
(26,4,K)
(26,9,K)
(26,11,K)
(26,13,K)
(26,18,K)
(26,28,K)
(26,31,K)
(26,35,K)
(26,36,K)
(26,37,K)
(26,40,K)
(27,0,K)
(27,1,K)
(27,2,K)
(27,3,K)
(27,4,K)
(27,7,K)
(27,9,K)
(27,10,K)
(27,16,K)
(27,18,K)
(27,22,K)
(27,24,K)
(27,27,K)
(27,30,K)
(27,31,K)
(27,36,K)
(27,39,K)
(27,46,K)
(27,48,K)
(28,7,K)
(28,12,K)
(28,14,K)
(28,20,K)
(28,22,K)
(28,24,K)
(28,26,K)
(28,28,K)
(28,30,K)
(28,32,K)
(28,40,K)
(28,41,K)
(28,42,K)
(28,45,K)
(28,46,K)
(28,47,K)
(29,1,K)
(29,3,K)
(29,10,K)
(29,12,K)
(29,14,K)
(29,15,K)
(29,17,K)
(29,19,K)
(29,20,K)
(29,21,K)
(29,22,K)
(29,24,K)
(29,25,K)
(29,28,K)
(29,30,K)
(29,36,K)
(29,37,K)
(29,38,K)
(29,43,K)
(29,45,K)
(29,46,K)
(29,48,K)
(30,0,K)
(30,9,K)
(30,11,K)
(30,12,K)
(30,14,K)
(30,17,K)
(30,24,K)
(30,30,K)
(30,31,K)
(30,33,K)
(30,37,K)
(30,44,K)
(30,46,K)
(30,49,K)
(31,4,K)
(31,5,K)
(31,6,K)
(31,11,K)
(31,12,K)
(31,14,K)
(31,16,K)
(31,19,K)
(31,20,K)
(31,21,K)
(31,30,K)
(31,34,K)
(31,40,K)
(31,41,K)
(31,42,K)
(31,48,K)
(31,49,K)
(32,7,K)
(32,10,K)
(32,13,K)
(32,22,K)
(32,26,K)
(32,27,K)
(32,28,K)
(32,30,K)
(32,40,K)
(32,44,K)
(32,47,K)
(33,0,K)
(33,4,K)
(33,5,K)
(33,9,K)
(33,10,K)
(33,12,K)
(33,26,K)
(33,29,K)
(33,31,K)
(33,36,K)
(33,38,K)
(33,43,K)
(33,47,K)
(34,7,K)
(34,13,K)
(34,16,K)
(34,17,K)
(34,19,K)
(34,22,K)
(34,28,K)
(34,32,K)
(34,34,K)
(34,37,K)
(34,39,K)
(34,40,K)
(35,6,K)
(35,25,K)
(35,29,K)
(35,32,K)
(35,33,K)
(35,36,K)
(35,41,K)
(35,42,K)
(35,43,K)
(35,48,K)
(36,4,K)
(36,7,K)
(36,8,K)
(36,11,K)
(36,15,K)
(36,16,K)
(36,23,K)
(36,28,K)
(36,32,K)
(36,34,K)
(36,35,K)
(36,36,K)
(36,39,K)
(36,45,K)
(36,47,K)
(37,1,K)
(37,4,K)
(37,8,K)
(37,9,K)
(37,15,K)
(37,17,K)
(37,19,K)
(37,21,K)
(37,22,K)
(37,24,K)
(37,25,K)
(37,30,K)
(37,32,K)
(37,33,K)
(37,37,K)
(37,38,K)
(37,44,K)
(37,45,K)
(37,46,K)
(37,48,K)
(38,0,K)
(38,2,K)
(38,6,K)
(38,9,K)
(38,13,K)
(38,16,K)
(38,17,K)
(38,18,K)
(38,20,K)
(38,22,K)
(38,24,K)
(38,29,K)
(38,33,K)
(38,34,K)
(38,37,K)
(38,41,K)
(38,43,K)
(38,45,K)
(38,48,K)
(39,1,K)
(39,3,K)
(39,11,K)
(39,15,K)
(39,16,K)
(39,17,K)
(39,18,K)
(39,21,K)
(39,23,K)
(39,24,K)
(39,25,K)
(39,26,K)
(39,29,K)
(39,40,K)
(39,41,K)
(39,43,K)
(39,47,K)
(40,1,K)
(40,2,K)
(40,3,K)
(40,4,K)
(40,6,K)
(40,10,K)
(40,12,K)
(40,13,K)
(40,18,K)
(40,19,K)
(40,24,K)
(40,30,K)
(40,35,K)
(40,37,K)
(40,38,K)
(40,45,K)
(40,48,K)
(41,1,K)
(41,2,K)
(41,5,K)
(41,7,K)
(41,8,K)
(41,12,K)
(41,14,K)
(41,20,K)
(41,21,K)
(41,23,K)
(41,24,K)
(41,27,K)
(41,30,K)
(41,31,K)
(41,32,K)
(41,33,K)
(41,34,K)
(41,38,K)
(41,41,K)
(41,43,K)
(41,47,K)
(41,49,K)
(42,0,K)
(42,1,K)
(42,6,K)
(42,8,K)
(42,9,K)
(42,11,K)
(42,14,K)
(42,18,K)
(42,19,K)
(42,23,K)
(42,25,K)
(42,27,K)
(42,30,K)
(42,39,K)
(43,3,K)
(43,7,K)
(43,9,K)
(43,11,K)
(43,12,K)
(43,18,K)
(43,22,K)
(43,24,K)
(43,25,K)
(43,26,K)
(43,32,K)
(43,37,K)
(43,41,K)
(44,6,K)
(44,13,K)
(44,15,K)
(44,16,K)
(44,22,K)
(44,23,K)
(44,25,K)
(44,26,K)
(44,32,K)
(44,35,K)
(44,37,K)
(44,47,K)
(45,0,K)
(45,4,K)
(45,9,K)
(45,10,K)
(45,13,K)
(45,14,K)
(45,19,K)
(45,20,K)
(45,22,K)
(45,24,K)
(45,25,K)
(45,26,K)
(45,30,K)
(45,35,K)
(45,38,K)
(45,39,K)
(45,44,K)
(45,48,K)
(45,49,K)
(46,0,K)
(46,3,K)
(46,8,K)
(46,9,K)
(46,11,K)
(46,12,K)
(46,13,K)
(46,15,K)
(46,16,K)
(46,18,K)
(46,19,K)
(46,22,K)
(46,24,K)
(46,26,K)
(46,40,K)
(46,41,K)
(46,43,K)
(46,45,K)
(46,48,K)
(47,5,K)
(47,8,K)
(47,10,K)
(47,20,K)
(47,23,K)
(47,26,K)
(47,27,K)
(47,29,K)
(47,37,K)
(47,39,K)
(47,48,K)
(48,1,K)
(48,3,K)
(48,4,K)
(48,6,K)
(48,8,K)
(48,10,K)
(48,11,K)
(48,17,K)
(48,21,K)
(48,27,K)
(48,33,K)
(48,40,K)
(48,42,K)
(48,46,K)
(49,2,K)
(49,3,K)
(49,4,K)
(49,6,K)
(49,8,K)
(49,9,K)
(49,20,K)
(49,21,K)
(49,22,K)
(49,35,K)
(49,38,K)
(49,39,K)
(49,43,K)
(49,44,K)
